area_type,availability,location,total_sqft,bath,balcony,rooms,price
Super built-up  Area,1.0,Amruthahalli,1250.0,2.0,2.0,2,79.0
Super built-up  Area,1.0,Amruthahalli,1190.0,2.0,2.0,2,50.0
Super built-up  Area,1.0,Amruthahalli,1202.0,2.0,1.0,2,65.0
Super built-up  Area,1.0,Amruthahalli,1340.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,Amruthahalli,2650.0,4.0,0.0,3,175.0
Built-up  Area,1.0,Amruthahalli,1450.0,2.0,1.0,3,90.0
Super built-up  Area,1.0,Amruthahalli,1025.0,2.0,1.0,2,42.0
Built-up  Area,1.0,Amruthahalli,485.0,1.0,1.0,1,19.5
Super built-up  Area,0.0,Anandapura,1167.0,2.0,1.0,2,43.76
Plot  Area,0.0,Anandapura,1000.0,2.0,1.0,2,55.0
Super built-up  Area,0.0,Anandapura,1141.0,2.0,1.0,2,42.79
Plot  Area,1.0,Anandapura,1200.0,2.0,1.0,2,67.0
Plot  Area,1.0,Anandapura,1200.0,2.0,1.0,2,58.0
Super built-up  Area,1.0,Anandapura,1151.0,2.0,1.0,2,43.1
Super built-up  Area,1.0,Anandapura,1141.0,2.0,1.0,2,42.75
Plot  Area,1.0,Anandapura,900.0,2.0,0.0,2,48.0
Plot  Area,1.0,Anandapura,1749.0,4.0,0.0,4,90.0
Super built-up  Area,1.0,Anandapura,1151.0,2.0,1.0,2,42.9
Built-up  Area,1.0,Anandapura,1250.0,2.0,2.0,2,45.0
Super built-up  Area,0.0,Anandapura,1151.0,2.0,1.0,2,43.16
Built-up  Area,1.0,Anandapura,1200.0,2.0,0.0,2,58.0
Plot  Area,1.0,Anandapura,1200.0,2.0,0.0,3,66.0
Plot  Area,1.0,Anandapura,1415.0,2.0,1.0,3,74.0
Super built-up  Area,1.0,Anandapura,1200.0,2.0,1.0,2,50.0
Super built-up  Area,1.0,Anandapura,1141.0,2.0,1.0,2,50.0
Super built-up  Area,0.0,Ananth Nagar,500.0,1.0,1.0,1,14.0
Super built-up  Area,1.0,Ananth Nagar,1100.0,2.0,2.0,2,31.5
Super built-up  Area,0.0,Ananth Nagar,982.0,2.0,2.0,2,24.55
Super built-up  Area,0.0,Ananth Nagar,500.0,2.0,2.0,1,14.0
Super built-up  Area,0.0,Ananth Nagar,900.0,2.0,2.0,2,22.5
Super built-up  Area,1.0,Ananth Nagar,908.0,2.0,1.0,2,26.0
Super built-up  Area,1.0,Ananth Nagar,870.0,2.0,2.0,2,36.0
Super built-up  Area,1.0,Ananth Nagar,937.0,2.0,1.0,2,35.0
Built-up  Area,1.0,Ananth Nagar,960.0,2.0,3.0,2,37.0
Super built-up  Area,0.0,Ananth Nagar,500.0,1.0,1.0,1,14.0
Super built-up  Area,0.0,Ananth Nagar,1000.0,2.0,1.0,2,29.7
Built-up  Area,1.0,Ananth Nagar,850.0,2.0,1.0,2,25.99
Super built-up  Area,1.0,Ananth Nagar,902.0,2.0,1.0,2,25.26
Built-up  Area,1.0,Ananth Nagar,1470.0,3.0,2.0,3,54.0
Built-up  Area,1.0,Ananth Nagar,810.0,2.0,1.0,2,25.5
Super built-up  Area,1.0,Ananth Nagar,890.0,2.0,1.0,2,27.0
Super built-up  Area,0.0,Ananth Nagar,1200.0,2.0,1.0,2,36.0
Super built-up  Area,1.0,Ananth Nagar,1319.0,3.0,1.0,3,42.0
Super built-up  Area,0.0,Ananth Nagar,1000.0,2.0,3.0,2,25.0
Super built-up  Area,1.0,Ananth Nagar,902.0,2.0,2.0,2,25.0
Super built-up  Area,1.0,Ananth Nagar,930.0,2.0,1.0,2,25.99
Super built-up  Area,0.0,Ananth Nagar,1074.0,2.0,2.0,2,26.85
Super built-up  Area,1.0,Ananth Nagar,1010.0,2.0,2.0,2,38.0
Super built-up  Area,0.0,Ananth Nagar,992.0,2.0,2.0,2,24.8
Plot  Area,0.0,Anekal,1200.0,1.0,1.0,2,36.0
Super built-up  Area,1.0,Anekal,656.0,2.0,1.0,2,22.0
Super built-up  Area,1.0,Anekal,620.0,2.0,1.0,2,22.0
Super built-up  Area,1.0,Anekal,925.0,2.0,1.0,2,40.0
Super built-up  Area,0.0,Anekal,530.0,1.0,1.0,1,18.0
Plot  Area,1.0,Anekal,1800.0,3.0,2.0,3,68.0
Built-up  Area,1.0,Anekal,351.0,1.0,1.0,1,16.0
Super built-up  Area,1.0,Anekal,1035.0,2.0,2.0,2,38.3
Super built-up  Area,1.0,Anekal,888.0,2.0,1.0,2,34.0
Plot  Area,0.0,Anekal,1200.0,2.0,1.0,2,36.1
Plot  Area,1.0,Anekal,1200.0,2.0,1.0,4,36.0
Super built-up  Area,1.0,Anekal,766.0,2.0,2.0,2,28.0
Built-up  Area,1.0,Anekal,967.0,2.0,1.0,3,45.0
Built-up  Area,1.0,Anekal,620.0,1.0,1.0,2,23.5
Super built-up  Area,1.0,Anekal,1150.0,3.0,2.0,3,45.0
Built-up  Area,1.0,Anekal,400.0,1.0,1.0,1,11.5
Super built-up  Area,1.0,Anekal,456.0,1.0,1.0,1,15.0
Plot  Area,1.0,Anekal,2400.0,4.0,0.0,3,95.0
Plot  Area,0.0,Anekal,1200.0,2.0,1.0,2,36.1
Plot  Area,0.0,Anekal,1200.0,2.0,1.0,2,36.1
Super built-up  Area,1.0,Anekal,680.0,1.0,1.0,2,21.0
Built-up  Area,1.0,Anekal,420.0,1.0,1.0,1,12.5
Super built-up  Area,1.0,Anekal,614.0,1.0,1.0,2,28.0
Super built-up  Area,0.0,Anekal,1140.0,2.0,2.0,2,52.0
Super built-up  Area,0.0,Anekal,625.0,1.0,1.0,2,25.0
Built-up  Area,1.0,Anjanapura,1850.0,4.0,2.0,4,86.0
Super built-up  Area,0.0,Anjanapura,1070.0,2.0,2.0,2,39.0
Plot  Area,0.0,Anjanapura,1500.0,3.0,1.0,3,121.0
Super built-up  Area,0.0,Anjanapura,1070.0,2.0,2.0,2,37.0
Super built-up  Area,1.0,Anjanapura,950.0,2.0,1.0,2,40.0
Built-up  Area,1.0,Anjanapura,1280.0,2.0,2.0,3,45.0
Super built-up  Area,1.0,Anjanapura,710.0,2.0,0.0,2,25.0
Built-up  Area,1.0,Anjanapura,950.0,2.0,0.0,2,32.0
Super built-up  Area,1.0,Anjanapura,1800.0,4.0,2.0,4,55.0
Super built-up  Area,1.0,Anjanapura,1843.0,3.0,1.0,3,87.54
Super built-up  Area,0.0,Anjanapura,1076.0,2.0,1.0,2,30.13
Built-up  Area,1.0,Anjanapura,950.0,2.0,0.0,2,30.0
Super built-up  Area,1.0,Ardendale,1750.0,3.0,2.0,3,100.0
Built-up  Area,1.0,Ardendale,3198.0,4.0,3.0,4,200.0
Super built-up  Area,1.0,Ardendale,2422.0,4.0,2.0,4,160.0
Super built-up  Area,1.0,Ardendale,1750.0,3.0,3.0,3,100.0
Plot  Area,1.0,Ardendale,3200.0,4.0,1.0,4,205.0
Super built-up  Area,1.0,Ardendale,1728.0,3.0,2.0,3,95.0
Super built-up  Area,1.0,Ardendale,2062.0,3.0,1.0,4,140.0
Super built-up  Area,1.0,Ardendale,1732.46,3.0,2.0,3,92.0
Super built-up  Area,1.0,Ardendale,2062.0,3.0,1.0,4,150.0
Super built-up  Area,1.0,Ardendale,1224.0,2.0,2.0,2,70.0
Super built-up  Area,1.0,Ardendale,1777.26,3.0,2.0,3,105.0
Super built-up  Area,1.0,Ardendale,1650.0,3.0,3.0,3,82.0
Built-up  Area,1.0,Ardendale,1650.0,3.0,3.0,3,82.0
Super built-up  Area,1.0,Ardendale,1224.0,2.0,2.0,2,67.0
Super built-up  Area,1.0,Ardendale,1723.0,3.0,2.0,3,95.0
Super built-up  Area,1.0,Ardendale,1777.26,3.0,2.0,3,89.0
Super built-up  Area,1.0,Ardendale,1777.26,3.0,2.0,3,92.0
Super built-up  Area,1.0,Arekere,1222.0,2.0,2.0,2,45.0
Super built-up  Area,1.0,Arekere,2060.0,3.0,2.0,3,140.0
Built-up  Area,1.0,Arekere,920.0,2.0,1.0,2,40.0
Built-up  Area,1.0,Arekere,1740.0,2.0,1.0,3,95.0
Built-up  Area,1.0,Arekere,1190.0,2.0,2.0,2,55.0
Built-up  Area,1.0,Arekere,600.0,1.0,1.0,1,28.0
Super built-up  Area,0.0,Arekere,2072.0,3.0,2.0,3,108.0
Super built-up  Area,1.0,Arekere,1100.0,2.0,2.0,2,55.0
Super built-up  Area,1.0,Arekere,900.0,2.0,3.0,2,50.0
Super built-up  Area,1.0,Arekere,1240.0,2.0,2.0,2,60.0
Super built-up  Area,1.0,Arekere,900.0,2.0,1.0,2,44.5
Super built-up  Area,1.0,Attibele,450.0,1.0,1.0,1,11.0
Built-up  Area,1.0,Attibele,1600.0,4.0,0.0,4,52.8
Built-up  Area,1.0,Attibele,656.0,2.0,1.0,2,25.0
Built-up  Area,1.0,Attibele,400.0,1.0,1.0,1,11.0
Built-up  Area,1.0,Attibele,400.0,1.0,1.0,1,12.0
Built-up  Area,1.0,Attibele,400.0,1.0,1.0,1,14.0
Super built-up  Area,1.0,Attibele,500.0,1.0,1.0,1,17.0
Plot  Area,1.0,Attibele,2168.0,4.0,2.0,4,95.0
Built-up  Area,1.0,Attibele,395.0,1.0,1.0,1,10.25
Built-up  Area,1.0,Attibele,420.0,1.0,1.0,1,17.0
Built-up  Area,1.0,Attibele,418.0,1.0,1.0,1,12.0
Built-up  Area,1.0,Attibele,1200.0,2.0,2.0,2,42.0
Super built-up  Area,1.0,Attibele,400.0,1.0,1.0,1,10.0
Super built-up  Area,1.0,Attibele,695.0,1.0,1.0,2,25.0
Super built-up  Area,1.0,Attibele,850.0,1.0,1.0,2,25.0
Built-up  Area,1.0,Attibele,2400.0,3.0,3.0,3,120.0
Built-up  Area,1.0,Attibele,450.0,1.0,1.0,1,12.5
Super built-up  Area,1.0,Attibele,782.0,1.0,0.0,1,19.55
Super built-up  Area,1.0,Attibele,656.0,2.0,1.0,2,25.0
Built-up  Area,1.0,Attibele,400.0,1.0,1.0,1,11.5
Carpet  Area,1.0,Attibele,460.0,1.0,1.0,1,13.0
Super built-up  Area,1.0,Attibele,418.0,2.0,1.0,1,11.5
Plot  Area,0.0,Attibele,1000.0,2.0,1.0,2,42.0
Super built-up  Area,1.0,Attibele,550.0,1.0,1.0,1,11.5
Built-up  Area,1.0,Attibele,410.0,1.0,1.0,1,10.0
Plot  Area,1.0,Attibele,1700.0,3.0,1.0,3,65.0
Super built-up  Area,1.0,Attibele,400.0,1.0,1.0,1,10.25
Plot  Area,1.0,Attibele,1500.0,3.0,2.0,3,90.0
Built-up  Area,1.0,Attibele,520.0,1.0,1.0,1,15.0
Carpet  Area,1.0,BTM 2nd Stage,950.0,2.0,1.0,2,52.0
Built-up  Area,1.0,BTM 2nd Stage,1850.0,3.0,1.0,3,170.0
Super built-up  Area,1.0,BTM 2nd Stage,1200.0,2.0,2.0,2,80.0
Super built-up  Area,1.0,BTM 2nd Stage,1274.0,2.0,2.0,2,70.0
Super built-up  Area,1.0,BTM 2nd Stage,1070.0,2.0,1.0,2,48.0
Built-up  Area,1.0,BTM 2nd Stage,1280.0,2.0,2.0,2,80.0
Built-up  Area,1.0,BTM 2nd Stage,1100.0,2.0,2.0,2,70.0
Super built-up  Area,1.0,BTM 2nd Stage,1000.0,2.0,2.0,2,58.0
Plot  Area,1.0,BTM 2nd Stage,2990.0,5.0,3.0,5,416.0
Super built-up  Area,1.0,BTM 2nd Stage,1265.0,2.0,2.0,2,55.0
Super built-up  Area,1.0,BTM 2nd Stage,2200.0,3.0,3.0,3,220.0
Super built-up  Area,1.0,BTM 2nd Stage,2780.0,4.0,1.0,3,325.0
Plot  Area,1.0,BTM 2nd Stage,2400.0,2.0,0.0,3,360.0
Super built-up  Area,1.0,BTM 2nd Stage,965.0,2.0,2.0,2,56.0
Super built-up  Area,1.0,BTM 2nd Stage,1147.0,2.0,1.0,2,75.0
Built-up  Area,1.0,BTM 2nd Stage,1750.0,3.0,3.0,3,172.0
Super built-up  Area,1.0,BTM 2nd Stage,1400.0,2.0,3.0,2,90.0
Super built-up  Area,1.0,BTM 2nd Stage,1200.0,2.0,2.0,2,70.0
Super built-up  Area,1.0,BTM 2nd Stage,1100.0,2.0,2.0,2,47.0
Super built-up  Area,1.0,BTM 2nd Stage,930.0,2.0,2.0,2,46.0
Super built-up  Area,1.0,BTM 2nd Stage,2500.0,3.0,2.0,3,345.0
Super built-up  Area,1.0,BTM Layout,1150.0,2.0,2.0,2,63.0
Built-up  Area,1.0,BTM Layout,3300.0,6.0,3.0,6,165.0
Built-up  Area,1.0,BTM Layout,1450.0,2.0,2.0,3,81.0
Super built-up  Area,1.0,BTM Layout,1776.0,2.0,3.0,3,75.0
Super built-up  Area,1.0,BTM Layout,1458.0,3.0,2.0,3,79.0
Built-up  Area,1.0,BTM Layout,935.0,2.0,1.0,2,51.5
Super built-up  Area,1.0,BTM Layout,1020.0,2.0,1.0,2,46.5
Super built-up  Area,1.0,BTM Layout,1600.0,3.0,2.0,3,112.0
Built-up  Area,1.0,BTM Layout,1300.0,2.0,1.0,3,75.0
Built-up  Area,1.0,BTM Layout,1540.0,2.0,2.0,3,78.0
Super built-up  Area,1.0,BTM Layout,450.0,1.0,1.0,1,20.0
Super built-up  Area,1.0,BTM Layout,1196.0,2.0,2.0,2,56.81
Super built-up  Area,1.0,BTM Layout,1470.0,2.0,2.0,3,99.0
Super built-up  Area,1.0,Babusapalaya,1611.0,2.0,2.0,3,66.0
Super built-up  Area,1.0,Babusapalaya,1675.0,3.0,3.0,3,75.0
Super built-up  Area,1.0,Babusapalaya,1141.0,2.0,1.0,2,46.0
Built-up  Area,1.0,Babusapalaya,1500.0,2.0,2.0,2,57.0
Super built-up  Area,1.0,Babusapalaya,1050.0,2.0,3.0,2,45.0
Super built-up  Area,1.0,Babusapalaya,1141.0,2.0,1.0,2,45.9
Super built-up  Area,1.0,Babusapalaya,1230.0,3.0,3.0,3,53.0
Built-up  Area,1.0,Babusapalaya,1105.0,2.0,1.0,2,40.0
Super built-up  Area,1.0,Babusapalaya,1410.0,2.0,3.0,3,65.0
Super built-up  Area,1.0,Babusapalaya,1450.0,2.0,1.0,2,55.99
Super built-up  Area,1.0,Babusapalaya,1100.0,2.0,2.0,2,38.0
Super built-up  Area,1.0,Babusapalaya,1061.0,2.0,1.0,2,33.84
Super built-up  Area,0.0,Babusapalaya,1061.0,2.0,1.0,2,38.95
Super built-up  Area,1.0,Babusapalaya,1061.0,2.0,1.0,2,34.0
Super built-up  Area,1.0,Babusapalaya,1245.0,2.0,2.0,2,58.0
Super built-up  Area,1.0,Balagere,1210.0,2.0,1.0,2,80.9
Super built-up  Area,1.0,Balagere,1210.0,2.0,1.0,2,72.0
Super built-up  Area,1.0,Balagere,1205.0,2.0,1.0,2,78.5
Super built-up  Area,0.0,Balagere,790.5,1.0,0.0,1,41.9
Super built-up  Area,0.0,Balagere,1020.07,2.0,1.0,2,68.38
Super built-up  Area,0.0,Balagere,1205.47,2.0,1.0,2,81.0
Super built-up  Area,0.0,Balagere,1007.0,2.0,1.0,2,65.0
Super built-up  Area,0.0,Balagere,1210.0,2.0,1.0,2,74.0
Super built-up  Area,1.0,Balagere,1210.0,2.0,1.0,2,83.0
Built-up  Area,0.0,Balagere,675.0,1.0,1.0,1,45.0
Super built-up  Area,1.0,Balagere,656.0,1.0,1.0,1,43.0
Super built-up  Area,0.0,Balagere,1012.0,2.0,1.0,2,64.0
Super built-up  Area,1.0,Balagere,1007.0,2.0,1.0,2,62.0
Built-up  Area,1.0,Balagere,1007.0,2.0,1.0,2,67.0
Super built-up  Area,1.0,Balagere,1007.0,2.0,1.0,2,66.0
Super built-up  Area,0.0,Balagere,645.0,1.0,1.0,1,34.18
Super built-up  Area,0.0,Balagere,790.5,1.0,0.0,1,42.295
Super built-up  Area,0.0,Balagere,1012.0,2.0,1.0,2,65.0
Super built-up  Area,0.0,Balagere,656.0,1.0,1.0,1,38.77
Super built-up  Area,0.0,Balagere,645.0,1.0,1.0,1,39.0
Built-up  Area,0.0,Balagere,645.0,1.0,1.0,1,41.0
Super built-up  Area,0.0,Balagere,1210.0,2.0,1.0,2,82.0
Super built-up  Area,0.0,Balagere,656.0,1.0,1.0,1,34.77
Super built-up  Area,0.0,Balagere,1205.0,2.0,1.0,2,73.87
Super built-up  Area,0.0,Balagere,1012.0,2.0,1.0,2,70.0
Super built-up  Area,0.0,Balagere,1007.0,2.0,1.0,2,68.0
Super built-up  Area,1.0,Balagere,1205.0,2.0,1.0,2,79.0
Built-up  Area,1.0,Balagere,1012.0,2.0,1.0,2,68.0
Super built-up  Area,1.0,Banashankari,1077.0,2.0,2.0,2,37.64
Super built-up  Area,0.0,Banashankari,1470.0,2.0,1.0,3,88.64
Built-up  Area,1.0,Banashankari,1300.0,2.0,2.0,3,75.0
Super built-up  Area,1.0,Banashankari,1800.0,3.0,2.0,3,115.0
Built-up  Area,1.0,Banashankari,1125.0,2.0,1.0,2,63.0
Super built-up  Area,0.0,Banashankari,1310.0,2.0,2.0,2,80.0
Super built-up  Area,0.0,Banashankari,2600.0,4.0,1.0,3,135.0
Super built-up  Area,1.0,Banashankari,1900.0,2.0,1.0,3,170.0
Super built-up  Area,1.0,Banashankari,1260.0,2.0,3.0,2,75.0
Super built-up  Area,1.0,Banashankari,1170.0,2.0,2.0,2,46.79
Built-up  Area,1.0,Banashankari,1350.0,2.0,0.0,3,83.0
Super built-up  Area,1.0,Banashankari,1330.0,2.0,1.0,2,78.0
Super built-up  Area,1.0,Banashankari,1400.0,2.0,1.0,3,78.0
Super built-up  Area,1.0,Banashankari,1700.0,3.0,2.0,3,125.0
Super built-up  Area,1.0,Banashankari,1020.0,2.0,2.0,2,40.79
Super built-up  Area,1.0,Banashankari,1600.0,2.0,1.0,2,63.98
Super built-up  Area,1.0,Banashankari,1041.0,2.0,1.0,2,36.44
Super built-up  Area,1.0,Banashankari,2400.0,1.0,1.0,1,200.0
Super built-up  Area,1.0,Banashankari,1390.0,2.0,2.0,2,86.0
Super built-up  Area,1.0,Banashankari,1460.0,2.0,3.0,2,70.0
Super built-up  Area,1.0,Banashankari,1200.0,2.0,1.0,2,60.0
Super built-up  Area,1.0,Banashankari,1290.0,2.0,2.0,2,80.0
Built-up  Area,1.0,Banashankari,1186.0,2.0,3.0,2,65.0
Super built-up  Area,1.0,Banashankari,1650.0,3.0,2.0,3,101.0
Super built-up  Area,1.0,Banashankari,1181.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,Banashankari,1105.0,2.0,2.0,2,90.0
Super built-up  Area,1.0,Banashankari,720.0,1.0,1.0,1,60.0
Super built-up  Area,1.0,Banashankari,1040.0,2.0,3.0,2,45.0
Super built-up  Area,1.0,Banashankari,1330.0,2.0,2.0,2,77.0
Super built-up  Area,1.0,Banashankari,1200.0,2.0,3.0,2,49.0
Super built-up  Area,1.0,Banashankari,1185.0,2.0,2.0,2,67.0
Super built-up  Area,0.0,Banashankari,1000.0,2.0,1.0,2,50.0
Super built-up  Area,0.0,Banashankari,1650.0,3.0,2.0,3,90.75
Super built-up  Area,0.0,Banashankari,1650.0,3.0,2.0,3,101.0
Super built-up  Area,1.0,Banashankari,1310.0,2.0,2.0,2,80.43
Built-up  Area,1.0,Banashankari,600.0,1.0,0.0,2,27.0
Super built-up  Area,0.0,Banashankari,1430.0,2.0,2.0,2,87.8
Super built-up  Area,1.0,Banashankari,1020.0,2.0,1.0,2,42.83
Built-up  Area,1.0,Banashankari,1540.0,3.0,3.0,3,80.0
Super built-up  Area,1.0,Banashankari,1683.0,3.0,2.0,3,115.0
Built-up  Area,1.0,Banashankari,1800.0,3.0,2.0,3,125.0
Super built-up  Area,1.0,Banashankari,1175.0,2.0,1.0,2,41.13
Super built-up  Area,1.0,Banashankari,1450.0,2.0,2.0,2,50.75
Super built-up  Area,0.0,Banashankari,1770.0,3.0,3.0,3,108.0
Super built-up  Area,1.0,Banashankari,1800.0,3.0,2.0,3,125.0
Super built-up  Area,0.0,Banashankari,1200.0,3.0,2.0,3,74.52
Super built-up  Area,1.0,Banashankari,1100.0,2.0,1.0,2,63.0
Super built-up  Area,1.0,Banashankari,1426.0,3.0,2.0,3,85.0
Super built-up  Area,1.0,Banashankari Stage II,1700.0,2.0,2.0,2,150.0
Plot  Area,1.0,Banashankari Stage II,1200.0,2.0,1.0,4,150.0
Super built-up  Area,1.0,Banashankari Stage II,1500.0,2.0,1.0,3,120.0
Plot  Area,1.0,Banashankari Stage II,2400.0,3.0,2.0,5,510.0
Super built-up  Area,1.0,Banashankari Stage II,1240.0,2.0,2.0,3,59.52
Built-up  Area,1.0,Banashankari Stage II,1250.0,2.0,2.0,2,110.0
Super built-up  Area,1.0,Banashankari Stage II,1260.0,2.0,1.0,3,95.0
Plot  Area,1.0,Banashankari Stage II,2400.0,2.0,2.0,3,300.0
Super built-up  Area,1.0,Banashankari Stage II,1400.0,2.0,1.0,2,100.0
Super built-up  Area,1.0,Banashankari Stage II,2800.0,3.0,2.0,5,425.0
Built-up  Area,1.0,Banashankari Stage II,3000.0,3.0,2.0,3,450.0
Built-up  Area,1.0,Banashankari Stage II,1200.0,2.0,1.0,3,198.0
Super built-up  Area,1.0,Banashankari Stage II,1245.0,2.0,1.0,2,125.0
Super built-up  Area,0.0,Banashankari Stage III,1305.0,2.0,1.0,3,58.7
Super built-up  Area,0.0,Banashankari Stage III,1145.0,2.0,3.0,2,58.4
Super built-up  Area,0.0,Banashankari Stage III,1650.0,3.0,2.0,3,118.0
Plot  Area,1.0,Banashankari Stage III,2400.0,4.0,1.0,4,240.0
Super built-up  Area,1.0,Banashankari Stage III,1350.0,2.0,2.0,3,68.0
Super built-up  Area,1.0,Banashankari Stage III,1305.0,2.0,1.0,3,59.0
Super built-up  Area,1.0,Banashankari Stage III,1305.0,2.0,1.0,3,60.0
Super built-up  Area,1.0,Banashankari Stage III,1200.0,2.0,0.0,2,42.0
Super built-up  Area,0.0,Banashankari Stage III,1480.0,3.0,1.0,3,75.48
Built-up  Area,0.0,Banashankari Stage III,1304.0,2.0,0.0,2,111.0
Built-up  Area,1.0,Banashankari Stage III,3000.0,6.0,2.0,6,150.0
Super built-up  Area,1.0,Banashankari Stage III,1085.0,2.0,1.0,2,50.0
Super built-up  Area,0.0,Banashankari Stage III,1500.0,2.0,2.0,3,100.0
Plot  Area,1.0,Banashankari Stage III,1350.0,1.0,1.0,1,145.0
Built-up  Area,1.0,Banashankari Stage III,2100.0,3.0,1.0,4,147.0
Super built-up  Area,1.0,Banashankari Stage III,1420.0,2.0,2.0,3,95.0
Super built-up  Area,1.0,Banashankari Stage V,1300.0,2.0,1.0,3,58.5
Super built-up  Area,1.0,Banashankari Stage V,1305.0,2.0,2.0,3,49.0
Super built-up  Area,1.0,Banashankari Stage V,1035.0,2.0,2.0,2,35.77
Super built-up  Area,1.0,Banashankari Stage V,1355.0,2.0,1.0,3,61.0
Super built-up  Area,1.0,Banashankari Stage V,1510.0,3.0,3.0,3,47.57
Super built-up  Area,0.0,Banashankari Stage V,1650.0,3.0,2.0,3,51.98
Super built-up  Area,0.0,Banashankari Stage V,1630.0,3.0,2.0,3,51.35
Super built-up  Area,0.0,Banashankari Stage V,1510.0,3.0,3.0,3,47.57
Super built-up  Area,1.0,Banashankari Stage V,1315.0,2.0,2.0,3,49.0
Super built-up  Area,0.0,Banashankari Stage V,1540.0,3.0,2.0,3,48.51
Super built-up  Area,1.0,Banashankari Stage V,920.0,2.0,1.0,2,41.5
Super built-up  Area,0.0,Banashankari Stage VI,1177.5,2.0,0.0,2,59.935
Built-up  Area,1.0,Banashankari Stage VI,4800.0,4.0,3.0,4,190.0
Plot  Area,1.0,Banashankari Stage VI,2800.0,4.0,2.0,4,89.0
Plot  Area,1.0,Banashankari Stage VI,2200.0,4.0,2.0,4,195.0
Super built-up  Area,0.0,Banashankari Stage VI,1160.0,2.0,1.0,2,59.0
Super built-up  Area,0.0,Banashankari Stage VI,1180.0,2.0,1.0,2,59.47
Super built-up  Area,0.0,Banashankari Stage VI,1423.0,2.0,1.0,3,71.73
Super built-up  Area,0.0,Banashankari Stage VI,1392.0,3.0,1.0,3,69.46
Super built-up  Area,0.0,Banashankari Stage VI,1410.5,2.0,0.0,3,70.385
Plot  Area,1.0,Banashankari Stage VI,4800.0,3.0,2.0,4,200.0
Super built-up  Area,1.0,Banaswadi,1184.0,2.0,3.0,2,53.0
Super built-up  Area,1.0,Banaswadi,1145.0,2.0,2.0,2,55.0
Super built-up  Area,1.0,Banaswadi,1250.0,2.0,0.0,2,60.0
Super built-up  Area,1.0,Banaswadi,1365.0,2.0,2.0,2,73.0
Plot  Area,1.0,Banaswadi,1903.0,6.0,2.0,5,140.0
Super built-up  Area,1.0,Banaswadi,1222.0,2.0,2.0,2,80.0
Super built-up  Area,1.0,Banaswadi,870.0,2.0,2.0,2,38.0
Super built-up  Area,1.0,Banaswadi,1200.0,2.0,3.0,2,60.0
Super built-up  Area,1.0,Banaswadi,527.0,1.0,0.0,1,35.0
Super built-up  Area,1.0,Banaswadi,1340.0,2.0,2.0,2,73.0
Super built-up  Area,1.0,Banaswadi,1008.0,2.0,2.0,2,52.0
Built-up  Area,1.0,Banaswadi,1105.0,2.0,2.0,2,57.0
Plot  Area,1.0,Banjara Layout,1200.0,2.0,2.0,2,70.0
Built-up  Area,1.0,Banjara Layout,1050.0,2.0,1.0,2,64.8
Plot  Area,1.0,Banjara Layout,753.0,3.0,3.0,2,59.5
Plot  Area,1.0,Banjara Layout,2500.0,4.0,0.0,3,140.0
Super built-up  Area,1.0,Bannerghatta,1665.0,3.0,3.0,3,110.0
Super built-up  Area,0.0,Bannerghatta,2370.0,4.0,2.0,3,195.0
Super built-up  Area,0.0,Bannerghatta,1100.0,2.0,1.0,2,66.0
Super built-up  Area,0.0,Bannerghatta,1113.0,2.0,1.0,2,70.0
Super built-up  Area,1.0,Bannerghatta,1200.0,2.0,2.0,2,73.2
Super built-up  Area,1.0,Bannerghatta,1070.0,2.0,1.0,2,87.0
Super built-up  Area,0.0,Bannerghatta,1776.0,3.0,2.0,3,124.0
Super built-up  Area,0.0,Bannerghatta,1776.0,3.0,2.0,3,150.0
Built-up  Area,1.0,Bannerghatta Road,500.0,1.0,1.0,1,18.5
Super built-up  Area,1.0,Bannerghatta Road,1050.0,2.0,1.0,2,65.0
Super built-up  Area,1.0,Bannerghatta Road,1170.0,2.0,1.0,3,66.0
Super built-up  Area,0.0,Bannerghatta Road,595.0,1.0,1.0,1,33.32
Carpet  Area,1.0,Bannerghatta Road,1445.0,3.0,2.0,3,95.0
Super built-up  Area,1.0,Bannerghatta Road,1640.0,2.0,1.0,3,120.0
Super built-up  Area,1.0,Bannerghatta Road,1460.0,2.0,1.0,3,90.0
Super built-up  Area,0.0,Bannerghatta Road,1179.0,2.0,1.0,2,66.02
Super built-up  Area,0.0,Bannerghatta Road,1122.5,2.0,0.0,2,58.935
Built-up  Area,1.0,Bannerghatta Road,793.0,2.0,1.0,2,45.0
Super built-up  Area,1.0,Bannerghatta Road,1400.0,2.0,2.0,2,78.0
Built-up  Area,1.0,Bannerghatta Road,1215.0,2.0,0.0,2,50.0
Super built-up  Area,1.0,Bannerghatta Road,1654.0,3.0,2.0,3,100.0
Built-up  Area,1.0,Bannerghatta Road,1181.0,2.0,0.0,2,55.0
Super built-up  Area,1.0,Bannerghatta Road,1200.0,2.0,2.0,2,75.0
Super built-up  Area,0.0,Bannerghatta Road,595.0,1.0,1.0,1,31.83
Super built-up  Area,0.0,Bannerghatta Road,1105.0,2.0,1.0,2,51.0
Super built-up  Area,1.0,Bannerghatta Road,1255.0,2.0,2.0,2,65.26
Super built-up  Area,1.0,Bannerghatta Road,1550.0,3.0,2.0,3,82.0
